"Lat" "Lon" "Ocean_depth" "d13C" "weights" "run.no"
-23.43 11.7 2987 0.496666666666667 3.5 "4"
-23.43 11.7 2987 0.37 3.5 "4"
-22.92 6.04 2505 0.916 3.5 "4"
-22.92 6.04 2505 0.938 3.5 "4"
-22.33 11.2 3204 0.516666666666667 3.5 "4"
-22.33 11.2 3204 0.4 3.5 "4"
-21.74 5.42 3772 0.758571428571429 3.5 "4"
-21.74 5.42 3772 0.677142857142857 3.5 "4"
-21.59 5.03 4453 0.6 3.5 "4"
-21.59 5.03 4453 0.658333333333333 3.5 "4"
-20.1 9.19 2209 0.71 3.5 "4"
-20.1 9.19 2209 0.716666666666667 3.5 "4"
-5.78 -10.75 3125 0.963333333333333 3.5 "4"
-5.78 -10.75 3125 0.996666666666667 3.5 "4"
-3.82 -14.9 3984 0.746 5 "4"
-3.82 -14.9 3984 0.572 5 "4"
-3.56 -16.43 4675 0.07 5 "4"
-3.56 -16.43 4675 0.22 5 "4"
-3.48 -7.6 4033 0.845 3.5 "4"
-3.48 -7.6 4033 0.82 3.5 "4"
-2.2 5.1 3891 0.83 3.5 "4"
-2.2 5.1 3891 0.535 3.5 "4"
-1.67 -12.43 3225 0.985 3.5 "4"
-1.67 -12.43 3225 1.07 3.5 "4"
1.37 -33.48 3824 0.896666666666667 4.9 "4"
1.37 -33.48 3824 0.87 4.9 "4"
1.66 -10.98 4588 0.935 4.3 "4"
1.66 -10.98 4588 0.93 4.3 "4"
2.46 -19.76 5105 0.682777777777778 4.3 "4"
2.46 -19.76 5105 0.642222222222222 4.3 "4"
2.47 -19.73 4998 0.9 4.3 "4"
2.47 -19.73 4998 0.91 4.3 "4"
3.09 -20.02 4745 0.712 4.3 "4"
3.09 -20.02 4745 0.68 4.3 "4"
4.23 -20.63 3792 0.83 4.3 "4"
4.23 -20.63 3792 0.83875 4.3 "4"
4.31 -20.21 4095 0.63 4.3 "4"
4.34 -43.49 2816 1.2475 4.9 "4"
4.34 -43.49 2816 1.255 4.9 "4"
4.56 -43.38 3547 0.798333333333333 4.9 "4"
4.56 -43.38 3547 0.740833333333333 4.9 "4"
4.79 -43.04 4341 0.763333333333333 4.9 "4"
4.79 -43.04 4341 0.866666666666667 4.9 "4"
4.92 -20.5 2937 1.15642857142857 4.3 "4"
4.92 -20.5 2937 1.18428571428571 4.3 "4"
4.95 -42.89 4556 0.382222222222222 4.9 "4"
4.95 -42.89 4556 0.452777777777778 4.9 "4"
5.26 -21.71 3423 1.045 4.3 "4"
5.26 -21.71 3423 1.04545454545455 4.3 "4"
5.45 -21.14 3160 0.965 4.3 "4"
5.45 -21.14 3160 0.9775 4.3 "4"
5.46 -43.75 4012 1.01 4.9 "4"
5.46 -43.75 4012 0.88 4.9 "4"
5.91 -44.2 4056 0.64 4.9 "4"
5.91 -44.2 4056 0.51 4.9 "4"
5.98 -43.74 4369 0.64 4.9 "4"
6.13 -43.44 4503 1.1 4.9 "4"
6.13 -43.44 4503 0.66 4.9 "4"
6.64 -21.9 3527 0.804 4.3 "4"
6.64 -21.9 3527 0.8 4.3 "4"
11.65 -80.13 3237 0.783333333333333 4.9 "4"
11.65 -80.13 3237 0.737666666666667 4.9 "4"
12.09 -61.24 1299 1.2 4.9 "4"
12.09 -61.24 1299 1.2 4.9 "4"
12.44 -18.06 3223 0.65 4.3 "4"
12.44 -18.06 3223 0.59 4.3 "4"
14.17 -18.58 3167 0.9 4.3 "4"
14.17 -18.58 3167 0.96 4.3 "4"
14.42 -20.54 4202 0.76 4.3 "4"
14.42 -20.54 4202 0.835 4.3 "4"
14.5 -17.95 2384 0.935 4.3 "4"
14.5 -17.95 2384 0.923333333333333 4.3 "4"
15.83 -17.86 2576 0.88 4.3 "4"
18.08 -21.03 3082 1.065 4.3 "4"
18.08 -21.03 3082 1.04 4.3 "4"
18.43 -21.08 3093 0.97 4.3 "4"
18.43 -21.08 3093 0.883333333333333 4.3 "4"
20.75 -18.58 2278 0.785 4.3 "4"
20.75 -18.58 2278 0.94 4.3 "4"
21.15 -18.57 2778 0.99 4.3 "4"
21.15 -18.57 2778 0.9 4.3 "4"
21.24 -18.06 1516 0.87 4.3 "4"
21.24 -18.06 1516 0.86 4.3 "4"
23.14 -17.75 2136 1.11 4.3 "4"
23.14 -17.75 2136 0.72 4.3 "4"
25.17 -16.85 2573 1.08333333333333 4.3 "4"
25.17 -16.85 2573 1.06 4.3 "4"
28.89 -13.23 1358 1.03 4.3 "4"
28.89 -13.23 1358 1.035 4.3 "4"
29.98 -10.65 1512 1.17 4.3 "4"
29.98 -10.65 1512 1.17 4.3 "4"
30.63 -12.4 2324 1.0375 4.3 "4"
30.63 -12.4 2324 1.03125 4.3 "4"
31.41415 -75.25807 3000 0.73 4.9 "4"
31.41415 -75.25807 3000 0.965 4.9 "4"
33.69 -57.63 4583 0.6175 4.9 "4"
33.69 -57.63 4583 0.625 4.9 "4"
34.86 -8.13 2460 1.065 4.3 "4"
34.86 -8.13 2460 1.07 4.3 "4"
34.89 -7.82 2022 1.13666666666667 4.3 "4"
34.89 -7.82 2022 1.14333333333333 4.3 "4"
35.65 -8.06 1765 1.228 4.3 "4"
35.65 -8.06 1765 1.226 4.3 "4"
36.05 -72.38 3942 1.04 4.9 "4"
36.05 -72.38 3942 1.14 4.9 "4"
37.58 -31.84 2690 1.17 4.3 "4"
37.58 -31.84 2690 1.11 4.3 "4"
37.799833 -10.1665 3146 0.965 4.3 "4"
37.799833 -10.1665 3146 0.99 4.3 "4"
37.8 -10.17 3146 0.98785 4.3 "4"
37.8 -10.17 3146 1.0421 4.3 "4"
37.82 -9.5 1086 1.174 4.3 "4"
37.82 -9.5 1086 1.158 4.3 "4"
38.24 -10.39 4602 0.735 4.3 "4"
38.24 -10.39 4602 0.706666666666667 4.3 "4"
40.05 -32 2475 1.29333333333333 4.3 "4"
40.05 -32 2475 1.33 4.3 "4"
40.58 -9.86 2465 0.95 4.3 "4"
40.58 -9.86 2465 0.86 4.3 "4"
41.72 -32.85 3427 0.9225 4.3 "4"
41.72 -32.85 3427 0.995 4.3 "4"
41.75 -47.35 4100 0.786666666666667 4.9 "4"
41.75 -47.35 4100 0.95 4.9 "4"
44.36 -26.54 3050 1.142 4.3 "4"
44.36 -26.54 3050 1.196 4.3 "4"
45.63 -22.75 3625 0.7 4.3 "4"
48.22 -27.06 2558 1.32 4.3 "4"
49.87776 -24.23811 3871 0.94 4.3 "4"
49.87776 -24.23811 3871 0.85 4.3 "4"
49.88 -24.24 3883 0.87 4.3 "4"
49.88 -24.24 3883 0.89 4.3 "4"
52.55 -20.33 2841 0.97 4.3 "5"
52.55 -20.33 2841 1.11 4.3 "5"
53.18 -19.15 2472 1.13 4.3 "5"
53.18 -19.15 2472 1.145 4.3 "5"
53.54 -20.29 2196 1.11 4.3 "5"
53.54 -20.29 2196 1.07 4.3 "5"
54.25 -16.83 2393 0.98 4.3 "5"
54.25 -16.83 2393 0.98 4.3 "5"
54.63 -16.35 2209 0.76 4.3 "5"
54.63 -16.35 2209 0.73 4.3 "5"
54.96 -19.76 1487 1.31 4.3 "5"
54.96 -19.76 1487 1.305 4.3 "5"
55.48 -14.68 2161 1.14 4.3 "5"
55.48 -14.68 2161 1.13666666666667 4.3 "5"
55.49 -14.7 2168 0.913333333333333 4.3 "5"
55.49 -14.7 2168 0.91 4.3 "5"
56.16 -31.99 2295 1.02333333333333 4.3 "5"
56.16 -31.99 2295 1.035 4.3 "5"
57.51 -15.85 1134 0.88 4.3 "5"
57.51 -15.85 1134 0.925 4.3 "5"
60.4 -23.64 1984 0.84 4.3 "5"
60.4 -23.64 1984 1.04 4.3 "5"
61 -24 1650 1.17 4.3 "5"
61 -24 1650 0.87 4.3 "5"
64.78 -29.57 1855 0.866 4.3 "5"
64.78 -29.57 1855 0.822 4.3 "5"
64.8 -29.6 1893 1.17 4.3 "5"
64.8 -29.6 1893 1.22 4.3 "5"
-44.15 -14.23 3783 -0.29 0.7 "5"
-44.15 -14.23 3783 -0.2325 0.7 "5"
-44.07 -14.21 3770 -0.12 0.7 "5"
-44.07 -14.21 3770 -0.32 0.7 "5"
-43.22 11.74 4610 0.20625 0.7 "5"
-43.22 11.74 4610 0.1725 0.7 "5"
-42.91 8.9 3702 0.16 0.7 "5"
-42.91 8.9 3702 0.19 0.7 "5"
-40.94 9.89 4621 0.18 0.7 "5"
-40.94 9.89 4621 0.25 0.7 "5"
-25.5 11.3 4194 0.436 3.5 "5"
-25.5 11.3 4194 0.357333333333333 3.5 "5"
-24.69 7.24 3210 0.69 3.5 "5"
-24.69 7.24 3210 0.69 3.5 "5"
-24.48 7.53 4084 0.468333333333333 3.5 "5"
-24.48 7.53 4084 0.51 3.5 "5"
-22.33 11.2 3204 0.445 3.5 "5"
-22.33 11.2 3204 0.49 3.5 "5"
-21.74 5.42 3772 0.595714285714286 3.5 "5"
-21.74 5.42 3772 0.514285714285714 3.5 "5"
-21.59 5.03 4453 0.716666666666667 3.5 "5"
-21.59 5.03 4453 0.775 3.5 "5"
-3.82 -14.9 3984 0.398 5 "5"
-3.82 -14.9 3984 0.224 5 "5"
-3.56 -16.43 4675 0.37 5 "5"
-3.56 -16.43 4675 0.52 5 "5"
-3.48 -7.6 4033 0.76 3.5 "5"
-3.48 -7.6 4033 0.7 3.5 "5"
-2.2 5.1 3891 0.24 3.5 "5"
-2.2 5.1 3891 0.27 3.5 "5"
-1.67 -12.43 3225 1.09 3.5 "5"
-1.67 -12.43 3225 1.11 3.5 "5"
1.37 -33.48 3824 0.86 4.9 "5"
1.37 -33.48 3824 0.85 4.9 "5"
1.66 -10.98 4588 0.91 4.3 "5"
1.66 -10.98 4588 0.89 4.3 "5"
2.46 -19.76 5105 0.601666666666667 4.3 "5"
2.46 -19.76 5105 0.561111111111111 4.3 "5"
2.47 -19.73 4998 0.9075 4.3 "5"
2.47 -19.73 4998 0.905 4.3 "5"
3.09 -20.02 4745 0.648 4.3 "5"
3.09 -20.02 4745 0.616 4.3 "5"
4.23 -20.63 3792 0.8475 4.3 "5"
4.23 -20.63 3792 0.85625 4.3 "5"
4.31 -20.21 4095 0.624 4.3 "5"
4.31 -20.21 4095 0.618 4.3 "5"
4.56 -43.38 3547 0.683333333333333 4.9 "5"
4.56 -43.38 3547 0.598888888888889 4.9 "5"
4.76 -43.31 3810 0.84 4.9 "5"
4.76 -43.31 3810 0.769166666666667 4.9 "5"
4.79 -43.04 4341 0.97 4.9 "5"
4.79 -43.04 4341 0.9025 4.9 "5"
4.87 -43.21 3995 0.945 4.9 "5"
4.87 -43.21 3995 0.804666666666667 4.9 "5"
4.95 -42.89 4556 0.523333333333333 4.9 "5"
4.95 -42.89 4556 0.509444444444444 4.9 "5"
5.26 -21.71 3423 1.04590909090909 4.3 "5"
5.26 -21.71 3423 1.04636363636364 4.3 "5"
5.46 -43.75 4012 0.873333333333333 4.9 "5"
5.46 -43.75 4012 0.866666666666667 4.9 "5"
5.91 -44.2 4056 0.38 4.9 "5"
5.91 -44.2 4056 0.595 4.9 "5"
5.98 -43.74 4369 0.606666666666667 4.9 "5"
5.98 -43.74 4369 0.573333333333333 4.9 "5"
6.13 -43.44 4503 0.52 4.9 "5"
6.13 -43.44 4503 0.38 4.9 "5"
6.64 -21.9 3527 0.81 4.3 "5"
6.64 -21.9 3527 0.82 4.3 "5"
11.65 -80.13 3237 0.692 4.9 "5"
11.65 -80.13 3237 0.728666666666667 4.9 "5"
12.44 -18.06 3223 0.42 4.3 "5"
12.44 -18.06 3223 0.58 4.3 "5"
14.42 -20.54 4202 0.91 4.3 "5"
14.42 -20.54 4202 0.72 4.3 "5"
33.69 -57.63 4583 1.05 4.9 "5"
33.69 -57.63 4583 0.98 4.9 "5"
36.05 -72.38 3942 0.73 4.9 "5"
36.05 -72.38 3942 0.63 4.9 "5"
38.24 -10.39 4602 0.678333333333333 4.3 "5"
38.24 -10.39 4602 0.65 4.3 "5"
41.72 -32.85 3427 1.0675 4.3 "5"
41.72 -32.85 3427 1.14 4.3 "5"
41.75 -47.35 4100 0.863333333333333 4.9 "5"
41.75 -47.35 4100 0.98 4.9 "5"
45.63 -22.75 3625 0.685 4.3 "5"
45.63 -22.75 3625 0.67 4.3 "5"
49.87776 -24.23811 3871 1.05 4.3 "5"
49.87776 -24.23811 3871 1.03 4.3 "5"
49.88 -24.24 3883 1.02 4.3 "5"
49.88 -24.24 3883 0.69 4.3 "5"
-36.2667 19.475 2488 0.805714285714286 3.5 "5"
-36.2667 19.475 2488 0.784285714285714 3.5 "5"
-31.46 15.31 1372 0.323333333333333 3.5 "5"
-31.46 15.31 1372 0.316666666666667 3.5 "5"
-27.7 -46.52 1567 1.055 5 "5"
-27.7 -46.52 1567 1.07 5 "5"
-27.51 -46.47 1268 1.216 5 "5"
-27.51 -46.47 1268 1.088 5 "5"
-26.95 -44.67 2069 1.311 5 "5"
-26.95 -44.67 2069 1.24092857142857 5 "5"
-26.7 -43.33 2438 1.3285 5 "5"
-26.7 -43.33 2438 1.31525 5 "5"
-23.43 11.7 2987 0.42 3.5 "5"
-23.43 11.7 2987 0.47 3.5 "5"
-22.92 6.04 2505 0.96 3.5 "5"
-22.92 6.04 2505 0.945 3.5 "5"
-20.1 9.19 2209 0.723333333333333 3.5 "5"
-20.1 9.19 2209 0.73 3.5 "5"
-5.78 -10.75 3125 1.03 3.5 "5"
-5.78 -10.75 3125 1.01375 3.5 "5"
4.34 -43.49 2816 1.1325 4.9 "5"
4.34 -43.49 2816 1.01 4.9 "5"
4.36 -43.7 3164 0.985 4.9 "5"
4.92 -20.5 2937 1.21214285714286 4.3 "5"
4.92 -20.5 2937 1.24 4.3 "5"
5.45 -21.14 3160 0.99 4.3 "5"
5.45 -21.14 3160 0.906 4.3 "5"
12.09 -61.24 1299 1.3 4.9 "5"
12.09 -61.24 1299 1.07 4.9 "5"
14.17 -18.58 3167 1.02 4.3 "5"
14.17 -18.58 3167 1.08 4.3 "5"
14.5 -17.95 2384 1 4.3 "5"
14.5 -17.95 2384 0.92 4.3 "5"
15.83 -17.86 2576 0.905 4.3 "5"
15.83 -17.86 2576 0.93 4.3 "5"
18.08 -21.03 3082 1.04 4.3 "5"
18.08 -21.03 3082 1.04 4.3 "5"
18.43 -21.08 3093 0.796666666666667 4.3 "5"
18.43 -21.08 3093 0.71 4.3 "5"
20.75 -18.58 2278 1.06 4.3 "5"
20.75 -18.58 2278 0.94 4.3 "5"
21.15 -18.57 2778 0.9 4.3 "5"
21.15 -18.57 2778 0.9 4.3 "5"
21.24 -18.06 1516 0.85 4.3 "5"
21.24 -18.06 1516 0.82 4.3 "5"
23.14 -17.75 2136 0.915 4.3 "5"
23.14 -17.75 2136 0.93 4.3 "5"
25.17 -16.85 2573 1.03666666666667 4.3 "5"
25.17 -16.85 2573 1.01333333333333 4.3 "5"
28.89 -13.23 1358 1.04 4.3 "5"
28.89 -13.23 1358 1 4.3 "5"
29.98 -10.65 1512 1.17 4.3 "5"
29.98 -10.65 1512 1.17 4.3 "5"
30.63 -12.4 2324 1.025 4.3 "5"
30.63 -12.4 2324 1.01875 4.3 "5"
31.41415 -75.25807 3000 0.55 4.9 "5"
31.41415 -75.25807 3000 0.12 4.9 "5"
34.86 -8.13 2460 1.09333333333333 4.3 "5"
34.86 -8.13 2460 1.11666666666667 4.3 "5"
34.89 -7.82 2022 1.15 4.3 "5"
34.89 -7.82 2022 1.13 4.3 "5"
35.65 -8.06 1765 1.224 4.3 "5"
35.65 -8.06 1765 1.222 4.3 "5"
37.58 -31.84 2690 0.95 4.3 "5"
37.58 -31.84 2690 0.79 4.3 "5"
37.799833 -10.1665 3146 0.99 4.3 "5"
37.799833 -10.1665 3146 1.08 4.3 "5"
37.8 -10.17 3146 0.9455 4.3 "5"
37.8 -10.17 3146 1.0398 4.3 "5"
37.82 -9.5 1086 1.142 4.3 "5"
37.82 -9.5 1086 1.126 4.3 "5"
40.05 -32 2475 1.32666666666667 4.3 "5"
40.05 -32 2475 1.32333333333333 4.3 "5"
40.58 -9.86 2465 0.925 4.3 "5"
40.58 -9.86 2465 0.99 4.3 "5"
44.36 -26.54 3050 1.25 4.3 "5"
44.36 -26.54 3050 1.24166666666667 4.3 "5"
48.22 -27.06 2558 1.320625 4.3 "5"
48.22 -27.06 2558 1.32125 4.3 "5"
52.55 -20.33 2841 0.97 4.3 "6"
52.55 -20.33 2841 1.11 4.3 "6"
53.18 -19.15 2472 1.13 4.3 "6"
53.18 -19.15 2472 1.145 4.3 "6"
53.54 -20.29 2196 1.11 4.3 "6"
53.54 -20.29 2196 1.07 4.3 "6"
54.25 -16.83 2393 0.98 4.3 "6"
54.25 -16.83 2393 0.98 4.3 "6"
54.63 -16.35 2209 0.76 4.3 "6"
54.63 -16.35 2209 0.73 4.3 "6"
54.96 -19.76 1487 1.31 4.3 "6"
54.96 -19.76 1487 1.305 4.3 "6"
55.48 -14.68 2161 1.14 4.3 "6"
55.48 -14.68 2161 1.13666666666667 4.3 "6"
55.49 -14.7 2168 0.913333333333333 4.3 "6"
55.49 -14.7 2168 0.91 4.3 "6"
56.16 -31.99 2295 1.02333333333333 4.3 "6"
56.16 -31.99 2295 1.035 4.3 "6"
57.51 -15.85 1134 0.88 4.3 "6"
57.51 -15.85 1134 0.925 4.3 "6"
60.4 -23.64 1984 0.84 4.3 "6"
60.4 -23.64 1984 1.04 4.3 "6"
61 -24 1650 1.17 4.3 "6"
61 -24 1650 0.87 4.3 "6"
64.78 -29.57 1855 0.866 4.3 "6"
64.78 -29.57 1855 0.822 4.3 "6"
64.8 -29.6 1893 1.17 4.3 "6"
64.8 -29.6 1893 1.22 4.3 "6"
-44.15 -14.23 3783 -0.29 0.7 "6"
-44.15 -14.23 3783 -0.2325 0.7 "6"
-44.07 -14.21 3770 -0.12 0.7 "6"
-44.07 -14.21 3770 -0.32 0.7 "6"
-43.22 11.74 4610 0.20625 0.7 "6"
-43.22 11.74 4610 0.1725 0.7 "6"
-42.91 8.9 3702 0.16 0.7 "6"
-42.91 8.9 3702 0.19 0.7 "6"
-40.94 9.89 4621 0.18 0.7 "6"
-40.94 9.89 4621 0.25 0.7 "6"
-36.2667 19.475 2488 0.805714285714286 3.5 "6"
-36.2667 19.475 2488 0.784285714285714 3.5 "6"
-31.46 15.31 1372 0.323333333333333 3.5 "6"
-31.46 15.31 1372 0.316666666666667 3.5 "6"
-27.7 -46.52 1567 1.055 5 "6"
-27.7 -46.52 1567 1.07 5 "6"
-27.51 -46.47 1268 1.216 5 "6"
-27.51 -46.47 1268 1.088 5 "6"
-26.95 -44.67 2069 1.311 5 "6"
-26.95 -44.67 2069 1.24092857142857 5 "6"
-26.7 -43.33 2438 1.3285 5 "6"
-26.7 -43.33 2438 1.31525 5 "6"
-25.5 11.3 4194 0.436 3.5 "6"
-25.5 11.3 4194 0.357333333333333 3.5 "6"
-24.69 7.24 3210 0.69 3.5 "6"
-24.69 7.24 3210 0.69 3.5 "6"
-24.48 7.53 4084 0.468333333333333 3.5 "6"
-24.48 7.53 4084 0.51 3.5 "6"
-23.43 11.7 2987 0.42 3.5 "6"
-23.43 11.7 2987 0.47 3.5 "6"
-22.92 6.04 2505 0.96 3.5 "6"
-22.92 6.04 2505 0.945 3.5 "6"
-22.33 11.2 3204 0.445 3.5 "6"
-22.33 11.2 3204 0.49 3.5 "6"
-21.74 5.42 3772 0.595714285714286 3.5 "6"
-21.74 5.42 3772 0.514285714285714 3.5 "6"
-21.59 5.03 4453 0.716666666666667 3.5 "6"
-21.59 5.03 4453 0.775 3.5 "6"
-20.1 9.19 2209 0.723333333333333 3.5 "6"
-20.1 9.19 2209 0.73 3.5 "6"
-5.78 -10.75 3125 1.03 3.5 "6"
-5.78 -10.75 3125 1.01375 3.5 "6"
-3.82 -14.9 3984 0.398 5 "6"
-3.82 -14.9 3984 0.224 5 "6"
-3.56 -16.43 4675 0.37 5 "6"
-3.56 -16.43 4675 0.52 5 "6"
-3.48 -7.6 4033 0.76 3.5 "6"
-3.48 -7.6 4033 0.7 3.5 "6"
-2.2 5.1 3891 0.24 3.5 "6"
-2.2 5.1 3891 0.27 3.5 "6"
-1.67 -12.43 3225 1.09 3.5 "6"
-1.67 -12.43 3225 1.11 3.5 "6"
1.37 -33.48 3824 0.86 4.9 "6"
1.37 -33.48 3824 0.85 4.9 "6"
1.66 -10.98 4588 0.91 4.3 "6"
1.66 -10.98 4588 0.89 4.3 "6"
2.46 -19.76 5105 0.601666666666667 4.3 "6"
2.46 -19.76 5105 0.561111111111111 4.3 "6"
2.47 -19.73 4998 0.9075 4.3 "6"
2.47 -19.73 4998 0.905 4.3 "6"
3.09 -20.02 4745 0.648 4.3 "6"
3.09 -20.02 4745 0.616 4.3 "6"
4.23 -20.63 3792 0.8475 4.3 "6"
4.23 -20.63 3792 0.85625 4.3 "6"
4.31 -20.21 4095 0.624 4.3 "6"
4.31 -20.21 4095 0.618 4.3 "6"
4.34 -43.49 2816 1.1325 4.9 "6"
4.34 -43.49 2816 1.01 4.9 "6"
4.36 -43.7 3164 0.985 4.9 "6"
4.56 -43.38 3547 0.683333333333333 4.9 "6"
4.56 -43.38 3547 0.598888888888889 4.9 "6"
4.76 -43.31 3810 0.84 4.9 "6"
4.76 -43.31 3810 0.769166666666667 4.9 "6"
4.79 -43.04 4341 0.97 4.9 "6"
4.79 -43.04 4341 0.9025 4.9 "6"
4.87 -43.21 3995 0.945 4.9 "6"
4.87 -43.21 3995 0.804666666666667 4.9 "6"
4.92 -20.5 2937 1.21214285714286 4.3 "6"
4.92 -20.5 2937 1.24 4.3 "6"
4.95 -42.89 4556 0.523333333333333 4.9 "6"
4.95 -42.89 4556 0.509444444444444 4.9 "6"
5.26 -21.71 3423 1.04590909090909 4.3 "6"
5.26 -21.71 3423 1.04636363636364 4.3 "6"
5.45 -21.14 3160 0.99 4.3 "6"
5.45 -21.14 3160 0.906 4.3 "6"
5.46 -43.75 4012 0.873333333333333 4.9 "6"
5.46 -43.75 4012 0.866666666666667 4.9 "6"
5.91 -44.2 4056 0.38 4.9 "6"
5.91 -44.2 4056 0.595 4.9 "6"
5.98 -43.74 4369 0.606666666666667 4.9 "6"
5.98 -43.74 4369 0.573333333333333 4.9 "6"
6.13 -43.44 4503 0.52 4.9 "6"
6.13 -43.44 4503 0.38 4.9 "6"
6.64 -21.9 3527 0.81 4.3 "6"
6.64 -21.9 3527 0.82 4.3 "6"
11.65 -80.13 3237 0.692 4.9 "6"
11.65 -80.13 3237 0.728666666666667 4.9 "6"
12.09 -61.24 1299 1.3 4.9 "6"
12.09 -61.24 1299 1.07 4.9 "6"
12.44 -18.06 3223 0.42 4.3 "6"
12.44 -18.06 3223 0.58 4.3 "6"
14.17 -18.58 3167 1.02 4.3 "6"
14.17 -18.58 3167 1.08 4.3 "6"
14.42 -20.54 4202 0.91 4.3 "6"
14.42 -20.54 4202 0.72 4.3 "6"
14.5 -17.95 2384 1 4.3 "6"
14.5 -17.95 2384 0.92 4.3 "6"
15.83 -17.86 2576 0.905 4.3 "6"
15.83 -17.86 2576 0.93 4.3 "6"
18.08 -21.03 3082 1.04 4.3 "6"
18.08 -21.03 3082 1.04 4.3 "6"
18.43 -21.08 3093 0.796666666666667 4.3 "6"
18.43 -21.08 3093 0.71 4.3 "6"
20.75 -18.58 2278 1.06 4.3 "6"
20.75 -18.58 2278 0.94 4.3 "6"
21.15 -18.57 2778 0.9 4.3 "6"
21.15 -18.57 2778 0.9 4.3 "6"
21.24 -18.06 1516 0.85 4.3 "6"
21.24 -18.06 1516 0.82 4.3 "6"
23.14 -17.75 2136 0.915 4.3 "6"
23.14 -17.75 2136 0.93 4.3 "6"
25.17 -16.85 2573 1.03666666666667 4.3 "6"
25.17 -16.85 2573 1.01333333333333 4.3 "6"
28.89 -13.23 1358 1.04 4.3 "6"
28.89 -13.23 1358 1 4.3 "6"
29.98 -10.65 1512 1.17 4.3 "6"
29.98 -10.65 1512 1.17 4.3 "6"
30.63 -12.4 2324 1.025 4.3 "6"
30.63 -12.4 2324 1.01875 4.3 "6"
31.41415 -75.25807 3000 0.55 4.9 "6"
31.41415 -75.25807 3000 0.12 4.9 "6"
33.69 -57.63 4583 1.05 4.9 "6"
33.69 -57.63 4583 0.98 4.9 "6"
34.86 -8.13 2460 1.09333333333333 4.3 "6"
34.86 -8.13 2460 1.11666666666667 4.3 "6"
34.89 -7.82 2022 1.15 4.3 "6"
34.89 -7.82 2022 1.13 4.3 "6"
35.65 -8.06 1765 1.224 4.3 "6"
35.65 -8.06 1765 1.222 4.3 "6"
36.05 -72.38 3942 0.73 4.9 "6"
36.05 -72.38 3942 0.63 4.9 "6"
37.58 -31.84 2690 0.95 4.3 "6"
37.58 -31.84 2690 0.79 4.3 "6"
37.799833 -10.1665 3146 0.99 4.3 "6"
37.799833 -10.1665 3146 1.08 4.3 "6"
37.8 -10.17 3146 0.9455 4.3 "6"
37.8 -10.17 3146 1.0398 4.3 "6"
37.82 -9.5 1086 1.142 4.3 "6"
37.82 -9.5 1086 1.126 4.3 "6"
38.24 -10.39 4602 0.678333333333333 4.3 "6"
38.24 -10.39 4602 0.65 4.3 "6"
40.05 -32 2475 1.32666666666667 4.3 "6"
40.05 -32 2475 1.32333333333333 4.3 "6"
40.58 -9.86 2465 0.925 4.3 "6"
40.58 -9.86 2465 0.99 4.3 "6"
41.72 -32.85 3427 1.0675 4.3 "6"
41.72 -32.85 3427 1.14 4.3 "6"
41.75 -47.35 4100 0.863333333333333 4.9 "6"
41.75 -47.35 4100 0.98 4.9 "6"
44.36 -26.54 3050 1.25 4.3 "6"
44.36 -26.54 3050 1.24166666666667 4.3 "6"
45.63 -22.75 3625 0.685 4.3 "6"
45.63 -22.75 3625 0.67 4.3 "6"
48.22 -27.06 2558 1.320625 4.3 "6"
48.22 -27.06 2558 1.32125 4.3 "6"
49.87776 -24.23811 3871 1.05 4.3 "6"
49.87776 -24.23811 3871 1.03 4.3 "6"
49.88 -24.24 3883 1.02 4.3 "6"
49.88 -24.24 3883 0.69 4.3 "6"
52.55 -20.33 2841 1.02 4.3 "7"
52.55 -20.33 2841 0.93 4.3 "7"
53.18 -19.15 2472 1.16 4.3 "7"
53.18 -19.15 2472 1.17 4.3 "7"
53.54 -20.29 2196 1.135 4.3 "7"
53.54 -20.29 2196 1.2 4.3 "7"
54.25 -16.83 2393 0.98 4.3 "7"
54.25 -16.83 2393 1.12 4.3 "7"
54.63 -16.35 2209 0.7 4.3 "7"
54.63 -16.35 2209 0.67 4.3 "7"
54.96 -19.76 1487 1.3 4.3 "7"
54.96 -19.76 1487 1.31 4.3 "7"
55.48 -14.68 2161 1.13333333333333 4.3 "7"
55.48 -14.68 2161 1.13 4.3 "7"
55.49 -14.7 2168 1.01 4.3 "7"
55.49 -14.7 2168 0.983333333333333 4.3 "7"
56.16 -31.99 2295 0.94 4.3 "7"
56.16 -31.99 2295 0.67 4.3 "7"
57.51 -15.85 1134 0.97 4.3 "7"
57.51 -15.85 1134 0.98 4.3 "7"
60.4 -23.64 1984 1.07 4.3 "7"
60.4 -23.64 1984 0.82 4.3 "7"
61 -24 1650 0.995 4.3 "7"
61 -24 1650 1.12333333333333 4.3 "7"
64.78 -29.57 1855 0.778 4.3 "7"
64.78 -29.57 1855 0.734 4.3 "7"
64.8 -29.6 1893 1.01 4.3 "7"
64.8 -29.6 1893 1.065 4.3 "7"
-44.15 -14.23 3783 -0.175 0.7 "7"
-44.15 -14.23 3783 -0.1175 0.7 "7"
-44.07 -14.21 3770 -0.19 0.7 "7"
-44.07 -14.21 3770 -0.03 0.7 "7"
-43.22 11.74 4610 0.13875 0.7 "7"
-43.22 11.74 4610 0.105 0.7 "7"
-42.91 8.9 3702 0.0566666666666667 0.7 "7"
