"Lat" "Lon" "Ocean_depth" "d13C" "weights" "run.no"
54.25 -16.83 2393 0.86 4.3 "18"
54.63 -16.35 2209 0.89 4.3 "18"
54.63 -16.35 2209 0.87 4.3 "18"
54.96 -19.76 1487 1.21666666666667 4.3 "18"
54.96 -19.76 1487 1.23333333333333 4.3 "18"
55.48 -14.68 2161 0.96 4.3 "18"
55.48 -14.68 2161 0.69 4.3 "18"
55.49 -14.7 2168 0.88 4.3 "18"
55.49 -14.7 2168 0.87 4.3 "18"
56.04 -23.22 2311 1.16272727272727 4.3 "18"
56.04 -23.22 2311 1.14454545454545 4.3 "18"
56.16 -31.99 2295 0.78 4.3 "18"
56.16 -31.99 2295 0.61 4.3 "18"
57.51 -15.85 1134 0.63 4.3 "18"
57.51 -15.85 1134 0.52 4.3 "18"
59.19 -30.9 1416 0.92 4.3 "18"
59.19 -30.9 1416 0.93 4.3 "18"
60.4 -23.64 1984 1.04666666666667 4.3 "18"
60.4 -23.64 1984 0.89 4.3 "18"
61 -24 1650 1.15 4.3 "18"
61 -24 1650 0.776666666666667 4.3 "18"
64.78 -29.57 1855 0.301666666666667 4.3 "18"
64.78 -29.57 1855 0.32 4.3 "18"
64.8 -29.6 1893 0.78 4.3 "18"
64.8 -29.6 1893 0.81 4.3 "18"
-44.15 -14.23 3783 0.12 0.7 "18"
-44.15 -14.23 3783 0.25 0.7 "18"
-44.07 -14.21 3770 0.33 0.7 "18"
-44.07 -14.21 3770 0.275 0.7 "18"
-43.22 11.74 4610 -0.19 0.7 "18"
-43.22 11.74 4610 -0.222 0.7 "18"
-42.91 8.9 3702 -0.38 0.7 "18"
-42.91 8.9 3702 -0.233333333333333 0.7 "18"
-41.28 -14.49 3134 0.42 0.7 "18"
-41.28 -14.49 3134 0.386666666666667 0.7 "18"
-40.94 9.89 4621 0.0125 0.7 "18"
-40.94 9.89 4621 0.01625 0.7 "18"
-36.2667 19.475 2488 0.685714285714286 3.5 "18"
-36.2667 19.475 2488 0.681428571428571 3.5 "18"
-31.46 15.31 1372 0.386 3.5 "18"
-31.46 15.31 1372 0.36 3.5 "18"
-29.51 -8.31 4546 0.43 3.5 "18"
-29.51 -8.31 4546 0.427142857142857 3.5 "18"
-27.91 -45.88 2504 0.74 5 "18"
-27.91 -45.88 2504 0.696666666666667 5 "18"
-27.7 -46.52 1567 1.14 5 "18"
-27.7 -46.52 1567 1.06 5 "18"
-27.51 -46.47 1268 0.9445 5 "18"
-27.51 -46.47 1268 0.95725 5 "18"
-26.95 -44.67 2069 0.844 5 "18"
-26.95 -44.67 2069 0.7523 5 "18"
-26.7 -43.33 2438 0.636 5 "18"
-26.7 -43.33 2438 0.606333333333333 5 "18"
-25.5 11.3 4194 0.09675 3.5 "18"
-25.5 11.3 4194 0.064125 3.5 "18"
-24.69 7.24 3210 0.53 3.5 "18"
-24.69 7.24 3210 0.5375 3.5 "18"
-24.48 7.53 4084 0.48 3.5 "18"
-24.48 7.53 4084 0.53 3.5 "18"
-23.43 11.7 2987 0.59 3.5 "18"
-23.43 11.7 2987 0.365 3.5 "18"
-22.92 6.04 2505 0.745 3.5 "18"
-22.92 6.04 2505 0.7125 3.5 "18"
-22.33 11.2 3204 0.12 3.5 "18"
-22.33 11.2 3204 0.1025 3.5 "18"
-21.74 5.42 3772 0.6425 3.5 "18"
-21.74 5.42 3772 0.606666666666667 3.5 "18"
-21.59 5.03 4453 0.105833333333333 3.5 "18"
-21.59 5.03 4453 0.0716666666666667 3.5 "18"
-20.1 9.19 2209 0.64 3.5 "18"
-20.1 9.19 2209 0.5 3.5 "18"
-19.7 8.88 2675 0.525 3.5 "18"
-19.7 8.88 2675 0.33 3.5 "18"
-5.78 -10.75 3125 0.79 3.5 "18"
-5.78 -10.75 3125 0.91 3.5 "18"
-4 10 1000 0.15 3.5 "18"
-4 10 1000 0.12 3.5 "18"
-3.82 -14.9 3984 0.7925 5 "18"
-3.82 -14.9 3984 0.76 5 "18"
-3.56 -16.43 4675 0.6 5 "18"
-3.56 -16.43 4675 0.5 5 "18"
-3.48 -7.6 4033 0.65 3.5 "18"
-3.48 -7.6 4033 0.49 3.5 "18"
-2.2 5.1 3891 0.745 3.5 "18"
-2.2 5.1 3891 0.72 3.5 "18"
-1.67 -12.43 3225 0.806666666666667 3.5 "18"
-1.67 -12.43 3225 0.783333333333333 3.5 "18"
0.11 -23.23 3806 0.766666666666667 4.3 "18"
0.11 -23.23 3806 0.772222222222222 4.3 "18"
1.37 -33.48 3824 0.875 4.9 "18"
1.37 -33.48 3824 0.95 4.9 "18"
1.66 -10.98 4588 0.76 4.3 "18"
1.66 -10.98 4588 0.68 4.3 "18"
2.46 -19.76 5105 0.514444444444444 4.3 "18"
2.46 -19.76 5105 0.450555555555556 4.3 "18"
2.47 -19.73 4998 0.82 4.3 "18"
2.47 -19.73 4998 0.75 4.3 "18"
3.09 -20.02 4745 0.348 4.3 "18"
3.09 -20.02 4745 0.402 4.3 "18"
3.72 -42.91 3598 0.201428571428571 4.9 "18"
3.72 -42.91 3598 0.277142857142857 4.9 "18"
4.2 -43.49 3040 0.812727272727273 4.9 "18"
4.2 -43.49 3040 0.766363636363636 4.9 "18"
4.23 -20.63 3792 0.69 4.3 "18"
4.23 -20.63 3792 0.66 4.3 "18"
4.31 -20.21 4095 0.665 4.3 "18"
4.31 -20.21 4095 0.7075 4.3 "18"
4.34 -43.49 2816 0.7 4.9 "18"
4.34 -43.49 2816 0.5 4.9 "18"
4.36 -43.7 3164 0.635 4.9 "18"
4.36 -43.7 3164 0.673333333333333 4.9 "18"
4.56 -43.38 3547 0.56 4.9 "18"
4.56 -43.38 3547 0.575 4.9 "18"
4.76 -43.31 3810 0.359 4.9 "18"
4.76 -43.31 3810 0.306 4.9 "18"
4.79 -43.04 4341 0.526666666666667 4.9 "18"
4.79 -43.04 4341 0.453333333333333 4.9 "18"
4.87 -43.21 3995 0.13 4.9 "18"
4.87 -43.21 3995 0.06 4.9 "18"
4.92 -20.5 2937 1.09 4.3 "18"
4.92 -20.5 2937 1.02333333333333 4.3 "18"
4.95 -42.89 4556 0.132222222222222 4.9 "18"
4.95 -42.89 4556 0.07 4.9 "18"
5.26 -21.71 3423 0.83 4.3 "18"
5.26 -21.71 3423 0.756666666666667 4.3 "18"
5.45 -21.14 3160 0.905 4.3 "18"
5.45 -21.14 3160 0.86 4.3 "18"
5.46 -43.75 4012 0.566666666666667 4.9 "18"
5.46 -43.75 4012 0.753333333333333 4.9 "18"
5.67 -19.85 2862 0.731538461538461 4.3 "18"
5.67 -19.85 2862 0.697692307692308 4.3 "18"
5.91 -44.2 4056 0.8025 4.9 "18"
5.91 -44.2 4056 0.665 4.9 "18"
5.98 -43.74 4369 0.78125 4.9 "18"
5.98 -43.74 4369 0.83 4.9 "18"
6.13 -43.44 4503 0.430909090909091 4.9 "18"
6.13 -43.44 4503 0.356363636363636 4.9 "18"
6.64 -21.9 3527 0.5325 4.3 "18"
6.64 -21.9 3527 0.55 4.3 "18"
11.65 -80.13 3237 0.676 4.9 "18"
11.65 -80.13 3237 0.56 4.9 "18"
12.09 -61.24 1299 0.735 4.9 "18"
12.09 -61.24 1299 0.835 4.9 "18"
12.44 -18.06 3223 0.39 4.3 "18"
12.44 -18.06 3223 0.445 4.3 "18"
14.17 -18.58 3167 0.37 4.3 "18"
14.17 -18.58 3167 0.61 4.3 "18"
14.42 -20.54 4202 0.49 4.3 "18"
14.42 -20.54 4202 0.61 4.3 "18"
14.5 -17.95 2384 0.4025 4.3 "18"
14.5 -17.95 2384 0.256666666666667 4.3 "18"
15.83 -17.86 2576 0.66 4.3 "18"
15.83 -17.86 2576 0.31 4.3 "18"
18.08 -21.03 3082 0.603333333333333 4.3 "18"
18.08 -21.03 3082 0.536666666666667 4.3 "18"
18.43 -21.08 3093 0.47 4.3 "18"
18.43 -21.08 3093 0.485 4.3 "18"
20.75 -18.58 2278 0.505 4.3 "18"
20.75 -18.58 2278 0.54 4.3 "18"
21.15 -18.57 2778 0.72 4.3 "18"
21.15 -18.57 2778 0.61 4.3 "18"
21.24 -18.06 1516 0.75 4.3 "18"
21.24 -18.06 1516 0.74 4.3 "18"
23.14 -17.75 2136 0.43 4.3 "18"
23.14 -17.75 2136 0.86 4.3 "18"
25.17 -16.85 2573 0.65 4.3 "18"
25.17 -16.85 2573 0.666666666666667 4.3 "18"
26.14 -77.23 1320 1.28346153846154 4.9 "18"
26.14 -77.23 1320 1.25615384615385 4.9 "18"
28.89 -13.23 1358 0.87 4.3 "18"
28.89 -13.23 1358 0.82 4.3 "18"
29.98 -10.65 1512 0.85 4.3 "18"
29.98 -10.65 1512 0.82 4.3 "18"
30.63 -12.4 2324 0.81 4.3 "18"
30.63 -12.4 2324 0.725 4.3 "18"
31.41415 -75.25807 3000 0.45 4.9 "18"
31.41415 -75.25807 3000 0.875 4.9 "18"
33.69 -57.63 4583 -0.14 4.9 "18"
33.69 -57.63 4583 0.05 4.9 "18"
34.86 -8.13 2460 1.0025 4.3 "18"
34.86 -8.13 2460 0.925 4.3 "18"
34.89 -7.82 2022 0.84 4.3 "18"
34.89 -7.82 2022 0.84 4.3 "18"
35.65 -8.06 1765 0.923333333333333 4.3 "18"
35.65 -8.06 1765 0.99 4.3 "18"
36.05 -72.38 3942 1.11 4.9 "18"
36.05 -72.38 3942 1.18333333333333 4.9 "18"
36.51 -23.74 4170 0.82 4.3 "18"
36.51 -23.74 4170 0.7 4.3 "18"
37.58 -31.84 2690 1.07 4.3 "18"
37.58 -31.84 2690 0.86 4.3 "18"
37.799833 -10.1665 3146 0.68 4.3 "18"
37.799833 -10.1665 3146 0.6175 4.3 "18"
37.8 -10.17 3146 0.497133333333333 4.3 "18"
37.8 -10.17 3146 0.457525 4.3 "18"
37.82 -9.5 1086 0.95 4.3 "18"
37.82 -9.5 1086 0.934 4.3 "18"
38.24 -10.39 4602 0.540555555555556 4.3 "18"
38.24 -10.39 4602 0.576666666666667 4.3 "18"
40.05 -32 2475 1.12 4.3 "18"
40.05 -32 2475 1.05333333333333 4.3 "18"
40.58 -9.86 2465 0.73 4.3 "18"
40.58 -9.86 2465 0.72 4.3 "18"
41.72 -32.85 3427 1 4.3 "18"
41.72 -32.85 3427 0.96 4.3 "18"
41.75 -47.35 4100 0.536666666666667 4.9 "18"
41.75 -47.35 4100 0.713333333333333 4.9 "18"
44.07 -40.02 3645 0.873333333333333 4.9 "18"
44.07 -40.02 3645 0.706666666666667 4.9 "18"
44.36 -26.54 3050 0.87 4.3 "18"
44.36 -26.54 3050 0.88 4.3 "18"
45.63 -22.75 3625 0.6175 4.3 "18"
45.63 -22.75 3625 0.67 4.3 "18"
48.22 -27.06 2558 1.15833333333333 4.3 "18"
48.22 -27.06 2558 1.125 4.3 "18"
49.87776 -24.23811 3871 0.97 4.3 "18"
49.87776 -24.23811 3871 0.99 4.3 "18"
49.88 -24.24 3883 1.005 4.3 "18"
49.88 -24.24 3883 0.98 4.3 "18"
52.55 -20.33 2841 0.89 4.3 "19"
52.55 -20.33 2841 0.84 4.3 "19"
53.18 -19.15 2472 0.8025 4.3 "19"
53.18 -19.15 2472 0.66 4.3 "19"
53.54 -20.29 2196 1.13 4.3 "19"
53.54 -20.29 2196 0.885 4.3 "19"
54.25 -16.83 2393 0.88 4.3 "19"
54.25 -16.83 2393 0.73 4.3 "19"
54.63 -16.35 2209 0.85 4.3 "19"
54.63 -16.35 2209 0.83 4.3 "19"
54.96 -19.76 1487 1.25 4.3 "19"
54.96 -19.76 1487 1.19 4.3 "19"
55.48 -14.68 2161 0.775 4.3 "19"
55.48 -14.68 2161 0.86 4.3 "19"
55.49 -14.7 2168 1.09 4.3 "19"
55.49 -14.7 2168 1.01 4.3 "19"
56.04 -23.22 2311 1.12636363636364 4.3 "19"
56.04 -23.22 2311 1.10818181818182 4.3 "19"
56.16 -31.99 2295 0.55 4.3 "19"
56.16 -31.99 2295 0.64 4.3 "19"
57.51 -15.85 1134 0.6925 4.3 "19"
57.51 -15.85 1134 0.865 4.3 "19"
59.19 -30.9 1416 1.26 4.3 "19"
59.19 -30.9 1416 0.92 4.3 "19"
60.4 -23.64 1984 1.05 4.3 "19"
60.4 -23.64 1984 0.88 4.3 "19"
61 -24 1650 1.1 4.3 "19"
61 -24 1650 0.88 4.3 "19"
64.78 -29.57 1855 0.406666666666667 4.3 "19"
64.78 -29.57 1855 0.493333333333333 4.3 "19"
64.8 -29.6 1893 0.975 4.3 "19"
64.8 -29.6 1893 0.84 4.3 "19"
-44.15 -14.23 3783 0.38 0.7 "19"
-44.15 -14.23 3783 -0.17 0.7 "19"
-44.07 -14.21 3770 -0.173333333333333 0.7 "19"
-44.07 -14.21 3770 -0.13 0.7 "19"
-43.22 11.74 4610 -0.254 0.7 "19"
-43.22 11.74 4610 -0.286 0.7 "19"
-42.91 8.9 3702 -0.0866666666666667 0.7 "19"
-42.91 8.9 3702 0.06 0.7 "19"
-41.28 -14.49 3134 0.353333333333333 0.7 "19"
-41.28 -14.49 3134 0.32 0.7 "19"
-40.94 9.89 4621 0.02 0.7 "19"
-40.94 9.89 4621 0.07 0.7 "19"
-29.51 -8.31 4546 0.424285714285714 3.5 "19"
-29.51 -8.31 4546 0.421428571428571 3.5 "19"
-25.5 11.3 4194 0.0315 3.5 "19"
-25.5 11.3 4194 -0.00112500000000001 3.5 "19"
-24.48 7.53 4084 0.35 3.5 "19"
-24.48 7.53 4084 0.296666666666667 3.5 "19"
-21.59 5.03 4453 0.0375 3.5 "19"
-21.59 5.03 4453 0.00333333333333333 3.5 "19"
-3.82 -14.9 3984 0.833333333333333 5 "19"
-3.82 -14.9 3984 0.906666666666667 5 "19"
-3.56 -16.43 4675 0.34 5 "19"
-3.56 -16.43 4675 0.22 5 "19"
-3.48 -7.6 4033 0.495 3.5 "19"
-3.48 -7.6 4033 0.5 3.5 "19"
1.66 -10.98 4588 0.69 4.3 "19"
1.66 -10.98 4588 0.7 4.3 "19"
2.46 -19.76 5105 0.386666666666667 4.3 "19"
2.46 -19.76 5105 0.322777777777778 4.3 "19"
2.47 -19.73 4998 0.68 4.3 "19"
2.47 -19.73 4998 0.61 4.3 "19"
3.09 -20.02 4745 0.456 4.3 "19"
3.09 -20.02 4745 0.51 4.3 "19"
4.31 -20.21 4095 0.75 4.3 "19"
4.31 -20.21 4095 0.666 4.3 "19"
4.79 -43.04 4341 0.38 4.9 "19"
4.79 -43.04 4341 0.34875 4.9 "19"
4.87 -43.21 3995 -0.01 4.9 "19"
4.87 -43.21 3995 -0.08 4.9 "19"
4.95 -42.89 4556 0.271666666666667 4.9 "19"
4.95 -42.89 4556 0.473333333333333 4.9 "19"
5.46 -43.75 4012 0.94 4.9 "19"
5.46 -43.75 4012 0.15 4.9 "19"
5.91 -44.2 4056 0.5275 4.9 "19"
5.91 -44.2 4056 0.39 4.9 "19"
5.98 -43.74 4369 0.749 4.9 "19"
5.98 -43.74 4369 0.668 4.9 "19"
6.13 -43.44 4503 0.281818181818182 4.9 "19"
6.13 -43.44 4503 0.207272727272727 4.9 "19"
14.42 -20.54 4202 0.03 4.3 "19"
14.42 -20.54 4202 0.13 4.3 "19"
33.69 -57.63 4583 0.04 4.9 "19"
33.69 -57.63 4583 0.455 4.9 "19"
36.51 -23.74 4170 0.47 4.3 "19"
36.51 -23.74 4170 0.345 4.3 "19"
38.24 -10.39 4602 0.612777777777778 4.3 "19"
38.24 -10.39 4602 0.648888888888889 4.3 "19"
41.75 -47.35 4100 0.4225 4.9 "19"
41.75 -47.35 4100 0.52 4.9 "19"
-36.2667 19.475 2488 0.677142857142857 3.5 "19"
-36.2667 19.475 2488 0.672857142857143 3.5 "19"
-31.46 15.31 1372 0.343333333333333 3.5 "19"
-31.46 15.31 1372 0.326666666666667 3.5 "19"
-27.91 -45.88 2504 0.653333333333333 5 "19"
-27.91 -45.88 2504 0.61 5 "19"
-27.7 -46.52 1567 0.98 5 "19"
-27.7 -46.52 1567 0.9 5 "19"
-27.51 -46.47 1268 0.97 5 "19"
-27.51 -46.47 1268 0.886 5 "19"
-26.95 -44.67 2069 0.6606 5 "19"
-26.95 -44.67 2069 0.5689 5 "19"
-26.7 -43.33 2438 0.576666666666667 5 "19"
-26.7 -43.33 2438 0.547 5 "19"
-24.69 7.24 3210 0.545 3.5 "19"
-24.69 7.24 3210 0.5525 3.5 "19"
-23.43 11.7 2987 0.14 3.5 "19"
-23.43 11.7 2987 0.22 3.5 "19"
-22.92 6.04 2505 0.68 3.5 "19"
-22.33 11.2 3204 0.085 3.5 "19"
-22.33 11.2 3204 0.0675 3.5 "19"
-21.74 5.42 3772 0.570833333333333 3.5 "19"
-21.74 5.42 3772 0.535 3.5 "19"
-20.1 9.19 2209 0.533333333333333 3.5 "19"
-20.1 9.19 2209 0.566666666666667 3.5 "19"
-19.7 8.88 2675 0.3 3.5 "19"
-19.7 8.88 2675 0.27 3.5 "19"
-5.78 -10.75 3125 0.725 3.5 "19"
-5.78 -10.75 3125 0.54 3.5 "19"
-4 10 1000 0.09 3.5 "19"
-4 10 1000 0.145 3.5 "19"
-2.2 5.1 3891 0.695 3.5 "19"
-2.2 5.1 3891 0.67 3.5 "19"
-1.67 -12.43 3225 0.76 3.5 "19"
-1.67 -12.43 3225 0.726666666666667 3.5 "19"
0.11 -23.23 3806 0.777777777777778 4.3 "19"
0.11 -23.23 3806 0.783333333333333 4.3 "19"
1.37 -33.48 3824 0.87 4.9 "19"
1.37 -33.48 3824 0.79 4.9 "19"
3.72 -42.91 3598 0.352857142857143 4.9 "19"
3.72 -42.91 3598 0.428571428571429 4.9 "19"
4.2 -43.49 3040 0.72 4.9 "19"
4.2 -43.49 3040 0.651666666666667 4.9 "19"
4.23 -20.63 3792 0.63 4.3 "19"
4.23 -20.63 3792 0.6 4.3 "19"
4.34 -43.49 2816 0.545 4.9 "19"
4.34 -43.49 2816 0.59 4.9 "19"
4.36 -43.7 3164 0.711666666666667 4.9 "19"
4.36 -43.7 3164 0.75 4.9 "19"
4.56 -43.38 3547 0.59 4.9 "19"
4.56 -43.38 3547 0.3925 4.9 "19"
4.76 -43.31 3810 0.253 4.9 "19"
4.76 -43.31 3810 0.2 4.9 "19"
4.92 -20.5 2937 0.956666666666667 4.3 "19"
4.92 -20.5 2937 0.89 4.3 "19"
5.26 -21.71 3423 0.683333333333333 4.3 "19"
5.26 -21.71 3423 0.61 4.3 "19"
5.45 -21.14 3160 0.815 4.3 "19"
5.45 -21.14 3160 0.77 4.3 "19"
5.67 -19.85 2862 0.663846153846154 4.3 "19"
5.67 -19.85 2862 0.63 4.3 "19"
6.64 -21.9 3527 0.548333333333333 4.3 "19"
6.64 -21.9 3527 0.546666666666667 4.3 "19"
11.65 -80.13 3237 0.65 4.9 "19"
11.65 -80.13 3237 0.74 4.9 "19"
12.09 -61.24 1299 0.625 4.9 "19"
12.09 -61.24 1299 0.545 4.9 "19"
12.44 -18.06 3223 0.5 4.3 "19"
12.44 -18.06 3223 0.25 4.3 "19"
14.17 -18.58 3167 0.89 4.3 "19"
14.17 -18.58 3167 1.17 4.3 "19"
14.5 -17.95 2384 0.414 4.3 "19"
14.5 -17.95 2384 0.422857142857143 4.3 "19"
15.83 -17.86 2576 0.18 4.3 "19"
15.83 -17.86 2576 0.51 4.3 "19"
18.08 -21.03 3082 0.47 4.3 "19"
18.08 -21.03 3082 0.442083333333333 4.3 "19"
18.43 -21.08 3093 0.5 4.3 "19"
18.43 -21.08 3093 0.515 4.3 "19"
20.75 -18.58 2278 0.64 4.3 "19"
20.75 -18.58 2278 0.49 4.3 "19"
21.15 -18.57 2778 0.5 4.3 "19"
21.15 -18.57 2778 0.49 4.3 "19"
21.24 -18.06 1516 0.725 4.3 "19"
21.24 -18.06 1516 0.71 4.3 "19"
23.14 -17.75 2136 0.4 4.3 "19"
23.14 -17.75 2136 0.44 4.3 "19"
25.17 -16.85 2573 0.683333333333333 4.3 "19"
25.17 -16.85 2573 0.7 4.3 "19"
26.14 -77.23 1320 1.22884615384615 4.9 "19"
26.14 -77.23 1320 1.20153846153846 4.9 "19"
28.89 -13.23 1358 0.77 4.3 "19"
28.89 -13.23 1358 0.72 4.3 "19"
29.98 -10.65 1512 0.79 4.3 "19"
29.98 -10.65 1512 0.65 4.3 "19"
30.63 -12.4 2324 0.64 4.3 "19"
30.63 -12.4 2324 0.53 4.3 "19"
31.41415 -75.25807 3000 0.915 4.9 "19"
31.41415 -75.25807 3000 0.31 4.9 "19"
34.86 -8.13 2460 0.8425 4.3 "19"
34.86 -8.13 2460 0.76 4.3 "19"
34.89 -7.82 2022 0.84 4.3 "19"
34.89 -7.82 2022 0.78 4.3 "19"
35.65 -8.06 1765 1.0225 4.3 "19"
35.65 -8.06 1765 0.77 4.3 "19"
36.05 -72.38 3942 1.25666666666667 4.9 "19"
36.05 -72.38 3942 1.33 4.9 "19"
37.58 -31.84 2690 0.65 4.3 "19"
37.58 -31.84 2690 1.1 4.3 "19"
37.799833 -10.1665 3146 0.555 4.3 "19"
37.799833 -10.1665 3146 0.4925 4.3 "19"
37.8 -10.17 3146 0.3275 4.3 "19"
37.8 -10.17 3146 0.462775 4.3 "19"
37.82 -9.5 1086 0.918 4.3 "19"
37.82 -9.5 1086 0.902 4.3 "19"
40.05 -32 2475 1.12333333333333 4.3 "19"
40.05 -32 2475 0.996666666666667 4.3 "19"
40.58 -9.86 2465 0.645 4.3 "19"
40.58 -9.86 2465 0.57 4.3 "19"
41.72 -32.85 3427 0.944 4.3 "19"
41.72 -32.85 3427 0.928 4.3 "19"
44.07 -40.02 3645 0.54 4.9 "19"
44.07 -40.02 3645 0.586666666666667 4.9 "19"
44.36 -26.54 3050 0.6 4.3 "19"
44.36 -26.54 3050 0.785 4.3 "19"
45.63 -22.75 3625 0.466666666666667 4.3 "19"
45.63 -22.75 3625 0.263333333333333 4.3 "19"
48.22 -27.06 2558 1.0575 4.3 "19"
48.22 -27.06 2558 0.99 4.3 "19"
49.87776 -24.23811 3871 0.72 4.3 "19"
49.87776 -24.23811 3871 0.605 4.3 "19"
49.88 -24.24 3883 0.643333333333333 4.3 "19"
49.88 -24.24 3883 0.475 4.3 "19"
52.55 -20.33 2841 0.89 4.3 "20"
52.55 -20.33 2841 0.84 4.3 "20"
53.18 -19.15 2472 0.8025 4.3 "20"
53.18 -19.15 2472 0.66 4.3 "20"
53.54 -20.29 2196 1.13 4.3 "20"
53.54 -20.29 2196 0.885 4.3 "20"
54.25 -16.83 2393 0.88 4.3 "20"
54.25 -16.83 2393 0.73 4.3 "20"
54.63 -16.35 2209 0.85 4.3 "20"
54.63 -16.35 2209 0.83 4.3 "20"
54.96 -19.76 1487 1.25 4.3 "20"
54.96 -19.76 1487 1.19 4.3 "20"
55.48 -14.68 2161 0.775 4.3 "20"
55.48 -14.68 2161 0.86 4.3 "20"
55.49 -14.7 2168 1.09 4.3 "20"
55.49 -14.7 2168 1.01 4.3 "20"
56.04 -23.22 2311 1.12636363636364 4.3 "20"
56.04 -23.22 2311 1.10818181818182 4.3 "20"
56.16 -31.99 2295 0.55 4.3 "20"
56.16 -31.99 2295 0.64 4.3 "20"
57.51 -15.85 1134 0.6925 4.3 "20"
57.51 -15.85 1134 0.865 4.3 "20"
59.19 -30.9 1416 1.26 4.3 "20"
59.19 -30.9 1416 0.92 4.3 "20"
60.4 -23.64 1984 1.05 4.3 "20"
60.4 -23.64 1984 0.88 4.3 "20"
61 -24 1650 1.1 4.3 "20"
61 -24 1650 0.88 4.3 "20"
64.78 -29.57 1855 0.406666666666667 4.3 "20"
64.78 -29.57 1855 0.493333333333333 4.3 "20"
64.8 -29.6 1893 0.975 4.3 "20"
64.8 -29.6 1893 0.84 4.3 "20"
-44.15 -14.23 3783 0.38 0.7 "20"
-44.15 -14.23 3783 -0.17 0.7 "20"
-44.07 -14.21 3770 -0.173333333333333 0.7 "20"
-44.07 -14.21 3770 -0.13 0.7 "20"
-43.22 11.74 4610 -0.254 0.7 "20"
-43.22 11.74 4610 -0.286 0.7 "20"
-42.91 8.9 3702 -0.0866666666666667 0.7 "20"
-42.91 8.9 3702 0.06 0.7 "20"
-41.28 -14.49 3134 0.353333333333333 0.7 "20"
-41.28 -14.49 3134 0.32 0.7 "20"
-40.94 9.89 4621 0.02 0.7 "20"
-40.94 9.89 4621 0.07 0.7 "20"
-36.2667 19.475 2488 0.677142857142857 3.5 "20"
-36.2667 19.475 2488 0.672857142857143 3.5 "20"
-31.46 15.31 1372 0.343333333333333 3.5 "20"
-31.46 15.31 1372 0.326666666666667 3.5 "20"
-29.51 -8.31 4546 0.424285714285714 3.5 "20"
-29.51 -8.31 4546 0.421428571428571 3.5 "20"
-27.91 -45.88 2504 0.653333333333333 5 "20"
-27.91 -45.88 2504 0.61 5 "20"
-27.7 -46.52 1567 0.98 5 "20"
-27.7 -46.52 1567 0.9 5 "20"
-27.51 -46.47 1268 0.97 5 "20"
-27.51 -46.47 1268 0.886 5 "20"
-26.95 -44.67 2069 0.6606 5 "20"
-26.95 -44.67 2069 0.5689 5 "20"
-26.7 -43.33 2438 0.576666666666667 5 "20"
-26.7 -43.33 2438 0.547 5 "20"
-25.5 11.3 4194 0.0315 3.5 "20"
-25.5 11.3 4194 -0.00112500000000001 3.5 "20"
-24.69 7.24 3210 0.545 3.5 "20"
-24.69 7.24 3210 0.5525 3.5 "20"
-24.48 7.53 4084 0.35 3.5 "20"
-24.48 7.53 4084 0.296666666666667 3.5 "20"
-23.43 11.7 2987 0.14 3.5 "20"
-23.43 11.7 2987 0.22 3.5 "20"
-22.92 6.04 2505 0.68 3.5 "20"
-22.33 11.2 3204 0.085 3.5 "20"
-22.33 11.2 3204 0.0675 3.5 "20"
-21.74 5.42 3772 0.570833333333333 3.5 "20"
-21.74 5.42 3772 0.535 3.5 "20"
-21.59 5.03 4453 0.0375 3.5 "20"
-21.59 5.03 4453 0.00333333333333333 3.5 "20"
-20.1 9.19 2209 0.533333333333333 3.5 "20"
-20.1 9.19 2209 0.566666666666667 3.5 "20"
-19.7 8.88 2675 0.3 3.5 "20"
-19.7 8.88 2675 0.27 3.5 "20"
-5.78 -10.75 3125 0.725 3.5 "20"
-5.78 -10.75 3125 0.54 3.5 "20"
-4 10 1000 0.09 3.5 "20"
-4 10 1000 0.145 3.5 "20"
-3.82 -14.9 3984 0.833333333333333 5 "20"
-3.82 -14.9 3984 0.906666666666667 5 "20"
-3.56 -16.43 4675 0.34 5 "20"
-3.56 -16.43 4675 0.22 5 "20"
-3.48 -7.6 4033 0.495 3.5 "20"
-3.48 -7.6 4033 0.5 3.5 "20"
-2.2 5.1 3891 0.695 3.5 "20"
-2.2 5.1 3891 0.67 3.5 "20"
-1.67 -12.43 3225 0.76 3.5 "20"
-1.67 -12.43 3225 0.726666666666667 3.5 "20"
0.11 -23.23 3806 0.777777777777778 4.3 "20"
0.11 -23.23 3806 0.783333333333333 4.3 "20"
1.37 -33.48 3824 0.87 4.9 "20"
1.37 -33.48 3824 0.79 4.9 "20"
1.66 -10.98 4588 0.69 4.3 "20"
1.66 -10.98 4588 0.7 4.3 "20"
2.46 -19.76 5105 0.386666666666667 4.3 "20"
2.46 -19.76 5105 0.322777777777778 4.3 "20"
2.47 -19.73 4998 0.68 4.3 "20"
2.47 -19.73 4998 0.61 4.3 "20"
3.09 -20.02 4745 0.456 4.3 "20"
3.09 -20.02 4745 0.51 4.3 "20"
3.72 -42.91 3598 0.352857142857143 4.9 "20"
3.72 -42.91 3598 0.428571428571429 4.9 "20"
4.2 -43.49 3040 0.72 4.9 "20"
4.2 -43.49 3040 0.651666666666667 4.9 "20"
4.23 -20.63 3792 0.63 4.3 "20"
4.23 -20.63 3792 0.6 4.3 "20"
4.31 -20.21 4095 0.75 4.3 "20"
